EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
723,45,0.0,Travel_Rarely,194,Research & Development,9,Sarjana,Life Sciences,1,Sedang,Male,60,Tinggi,2,Laboratory Technician,Sedang,Divorced,2348,10901,8,Y,No,18,Sangat Baik,Tinggi,80,1,20,2,Rendah,17,9,0,15
724,52,0.0,Non-Travel,715,Research & Development,19,Magister,Medical,1,Sangat Tinggi,Male,41,Tinggi,1,Research Scientist,Sangat Tinggi,Married,4258,26589,0,Y,No,18,Sangat Baik,Rendah,80,1,5,3,Tinggi,4,3,1,2
725,58,1.0,Travel_Rarely,147,Research & Development,23,Magister,Medical,1,Sangat Tinggi,Female,94,Tinggi,3,Healthcare Representative,Sangat Tinggi,Married,10312,3465,1,Y,No,12,Sangat Baik,Sangat Tinggi,80,1,40,3,Sedang,40,10,15,6
726,30,1.0,Travel_Rarely,1005,Research & Development,3,Sarjana,Technical Degree,1,Sangat Tinggi,Female,88,Tinggi,1,Research Scientist,Rendah,Single,2657,8556,5,Y,Yes,11,Sangat Baik,Tinggi,80,0,8,5,Tinggi,5,2,0,4
728,29,0.0,Travel_Rarely,1210,Sales,2,Sarjana,Medical,1,Rendah,Male,78,Sedang,2,Sales Executive,Sedang,Married,6644,3687,2,Y,No,19,Sangat Baik,Sedang,80,2,10,2,Tinggi,0,0,0,0
729,44,0.0,Travel_Rarely,477,Research & Development,7,Magister,Medical,1,Rendah,Female,42,Sedang,3,Healthcare Representative,Sangat Tinggi,Married,10248,2094,3,Y,No,14,Sangat Baik,Sangat Tinggi,80,1,24,4,Tinggi,22,6,5,17
730,36,0.0,Travel_Frequently,1195,Research & Development,11,Sarjana,Life Sciences,1,Sedang,Male,95,Sedang,2,Manufacturing Director,Sedang,Single,6499,22656,1,Y,No,13,Sangat Baik,Tinggi,80,0,6,3,Tinggi,6,5,0,3
733,31,0.0,Travel_Rarely,408,Research & Development,9,Magister,Life Sciences,1,Tinggi,Male,42,Sedang,1,Research Scientist,Sedang,Single,2657,7551,0,Y,Yes,16,Sangat Baik,Sangat Tinggi,80,0,3,5,Tinggi,2,2,2,2
734,21,0.0,Travel_Rarely,984,Research & Development,1,Di bawah perguruan tinggi,Technical Degree,1,Sangat Tinggi,Female,70,Sedang,1,Research Scientist,Sedang,Single,2070,25326,1,Y,Yes,11,Sangat Baik,Tinggi,80,0,2,6,Sangat Tinggi,2,2,2,2
735,36,0.0,Travel_Frequently,1467,Sales,11,Perguruan tinggi,Technical Degree,1,Sedang,Female,92,Tinggi,3,Sales Executive,Sangat Tinggi,Married,9738,22952,0,Y,No,14,Sangat Baik,Tinggi,80,1,10,6,Tinggi,9,7,2,8
736,25,0.0,Travel_Rarely,685,Research & Development,1,Sarjana,Life Sciences,1,Rendah,Female,62,Tinggi,2,Manufacturing Director,Tinggi,Married,4898,7505,0,Y,No,12,Sangat Baik,Sangat Tinggi,80,2,5,3,Tinggi,4,2,1,2
737,46,0.0,Non-Travel,1144,Research & Development,7,Magister,Medical,1,Tinggi,Female,30,Tinggi,2,Manufacturing Director,Tinggi,Married,5258,16044,2,Y,No,14,Sangat Baik,Tinggi,80,0,7,2,Sangat Tinggi,1,0,0,0
738,29,0.0,Travel_Rarely,738,Research & Development,9,Doktor,Other,1,Sedang,Male,30,Sedang,1,Laboratory Technician,Sangat Tinggi,Single,3983,7621,0,Y,No,17,Sangat Baik,Tinggi,80,0,4,2,Tinggi,3,2,2,2
739,44,1.0,Travel_Frequently,920,Research & Development,24,Sarjana,Life Sciences,1,Sangat Tinggi,Male,43,Tinggi,1,Laboratory Technician,Tinggi,Divorced,3161,19920,3,Y,Yes,22,Luar Biasa,Sangat Tinggi,80,1,19,0,Rendah,1,0,0,0
740,26,0.0,Travel_Rarely,933,Sales,1,Sarjana,Life Sciences,1,Tinggi,Male,57,Tinggi,2,Sales Executive,Tinggi,Married,5296,20156,1,Y,No,17,Sangat Baik,Sedang,80,1,8,3,Tinggi,8,7,7,7
741,55,0.0,Non-Travel,444,Research & Development,2,Di bawah perguruan tinggi,Medical,1,Tinggi,Male,40,Sedang,4,Manager,Rendah,Single,16756,17323,7,Y,No,15,Sangat Baik,Sedang,80,0,31,3,Sangat Tinggi,9,7,6,2
743,35,0.0,Travel_Rarely,464,Research & Development,4,Perguruan tinggi,Other,1,Tinggi,Male,75,Tinggi,1,Laboratory Technician,Sangat Tinggi,Divorced,1951,10910,1,Y,No,12,Sangat Baik,Tinggi,80,1,1,3,Tinggi,1,0,0,0
745,29,1.0,Travel_Frequently,337,Research & Development,14,Di bawah perguruan tinggi,Other,1,Tinggi,Female,84,Tinggi,3,Healthcare Representative,Sangat Tinggi,Single,7553,22930,0,Y,Yes,12,Sangat Baik,Rendah,80,0,9,1,Tinggi,8,7,7,7
747,32,0.0,Travel_Rarely,498,Research & Development,3,Magister,Medical,1,Tinggi,Female,93,Tinggi,2,Manufacturing Director,Rendah,Married,6725,13554,1,Y,No,12,Sangat Baik,Tinggi,80,1,8,2,Sangat Tinggi,8,7,6,3
748,41,1.0,Travel_Rarely,1356,Sales,20,Perguruan tinggi,Marketing,1,Sedang,Female,70,Tinggi,1,Sales Representative,Sedang,Single,3140,21728,1,Y,Yes,22,Luar Biasa,Sangat Tinggi,80,0,4,5,Sedang,4,3,0,2
749,28,1.0,Travel_Rarely,890,Research & Development,2,Magister,Medical,1,Tinggi,Male,46,Tinggi,1,Research Scientist,Tinggi,Single,4382,16374,6,Y,No,17,Sangat Baik,Sangat Tinggi,80,0,5,3,Sedang,2,2,2,1
750,35,0.0,Travel_Frequently,482,Research & Development,4,Magister,Life Sciences,1,Tinggi,Male,87,Tinggi,2,Research Scientist,Tinggi,Single,4249,2690,1,Y,Yes,11,Sangat Baik,Sedang,80,0,9,3,Tinggi,9,6,1,1
752,28,0.0,Travel_Frequently,791,Research & Development,1,Magister,Medical,1,Sangat Tinggi,Male,44,Tinggi,1,Laboratory Technician,Tinggi,Single,2154,6842,0,Y,Yes,11,Sangat Baik,Tinggi,80,0,5,2,Sedang,4,2,0,2
753,45,0.0,Travel_Frequently,1199,Research & Development,7,Magister,Life Sciences,1,Rendah,Male,77,Sangat Tinggi,2,Manufacturing Director,Tinggi,Married,6434,5118,4,Y,No,17,Sangat Baik,Sangat Tinggi,80,1,9,1,Tinggi,3,2,0,2
754,42,0.0,Travel_Rarely,933,Research & Development,29,Sarjana,Life Sciences,1,Sedang,Male,98,Tinggi,2,Manufacturing Director,Sedang,Married,4434,11806,1,Y,No,13,Sangat Baik,Sangat Tinggi,80,1,10,3,Sedang,9,8,7,8
755,29,0.0,Non-Travel,746,Sales,2,Sarjana,Life Sciences,1,Sangat Tinggi,Male,61,Tinggi,2,Sales Executive,Tinggi,Married,4649,16928,1,Y,No,14,Sangat Baik,Rendah,80,1,4,3,Sedang,4,3,0,2
756,26,0.0,Travel_Rarely,583,Research & Development,4,Perguruan tinggi,Life Sciences,1,Tinggi,Male,53,Tinggi,1,Research Scientist,Sangat Tinggi,Single,2875,9973,1,Y,Yes,20,Luar Biasa,Sedang,80,0,8,2,Sedang,8,5,2,2
757,59,0.0,Travel_Rarely,1435,Sales,25,Sarjana,Life Sciences,1,Rendah,Female,99,Tinggi,3,Sales Executive,Rendah,Single,7637,2354,7,Y,No,11,Sangat Baik,Sangat Tinggi,80,0,28,3,Sedang,21,16,7,9
758,31,0.0,Travel_Rarely,670,Research & Development,26,Di bawah perguruan tinggi,Life Sciences,1,Rendah,Male,31,Tinggi,1,Research Scientist,Tinggi,Divorced,2911,15170,1,Y,No,17,Sangat Baik,Sangat Tinggi,80,1,5,1,Sedang,5,2,4,3
760,52,0.0,Travel_Rarely,319,Research & Development,3,Sarjana,Medical,1,Sangat Tinggi,Male,39,Sedang,3,Manufacturing Director,Tinggi,Married,7969,19609,2,Y,Yes,14,Sangat Baik,Tinggi,80,0,28,4,Tinggi,5,4,0,4
762,38,0.0,Travel_Rarely,330,Research & Development,17,Di bawah perguruan tinggi,Life Sciences,1,Tinggi,Female,65,Sedang,3,Healthcare Representative,Tinggi,Married,8823,24608,0,Y,No,18,Sangat Baik,Rendah,80,1,20,4,Sedang,19,9,1,9
763,30,0.0,Travel_Rarely,1427,Research & Development,2,Di bawah perguruan tinggi,Medical,1,Sedang,Male,35,Sedang,1,Laboratory Technician,Sangat Tinggi,Single,2720,11162,0,Y,No,13,Sangat Baik,Sangat Tinggi,80,0,6,3,Tinggi,5,3,1,2
764,39,1.0,Travel_Frequently,203,Research & Development,2,Sarjana,Life Sciences,1,Rendah,Male,84,Tinggi,4,Healthcare Representative,Sangat Tinggi,Divorced,12169,13547,7,Y,No,11,Sangat Baik,Sangat Tinggi,80,3,21,4,Tinggi,18,7,11,5
767,34,0.0,Non-Travel,697,Research & Development,3,Magister,Life Sciences,1,Tinggi,Male,40,Sedang,1,Research Scientist,Sangat Tinggi,Married,2979,22478,3,Y,No,17,Sangat Baik,Sangat Tinggi,80,3,6,2,Tinggi,0,0,0,0
771,41,0.0,Travel_Rarely,1411,Research & Development,19,Perguruan tinggi,Life Sciences,1,Tinggi,Male,36,Tinggi,2,Research Scientist,Rendah,Divorced,3072,19877,2,Y,No,16,Sangat Baik,Rendah,80,2,17,2,Sedang,1,0,0,0
774,26,1.0,Travel_Rarely,471,Research & Development,24,Sarjana,Technical Degree,1,Tinggi,Male,66,Rendah,1,Laboratory Technician,Sangat Tinggi,Single,2340,23213,1,Y,Yes,18,Sangat Baik,Sedang,80,0,1,3,Rendah,1,0,0,0
776,42,0.0,Travel_Frequently,1271,Research & Development,2,Di bawah perguruan tinggi,Medical,1,Sedang,Male,35,Tinggi,1,Research Scientist,Sangat Tinggi,Single,2515,9068,5,Y,Yes,14,Sangat Baik,Sangat Tinggi,80,0,8,2,Tinggi,2,1,2,2
777,41,0.0,Travel_Rarely,314,Human Resources,1,Sarjana,Human Resources,1,Sangat Tinggi,Male,59,Sedang,5,Manager,Tinggi,Married,19189,19562,1,Y,No,12,Sangat Baik,Sedang,80,1,22,3,Tinggi,22,7,2,10
778,30,0.0,Travel_Rarely,1358,Sales,16,Di bawah perguruan tinggi,Life Sciences,1,Sangat Tinggi,Male,96,Tinggi,2,Sales Executive,Tinggi,Married,5301,2939,8,Y,No,15,Sangat Baik,Tinggi,80,2,4,2,Sedang,2,1,2,2
779,30,0.0,Non-Travel,111,Research & Development,9,Sarjana,Medical,1,Tinggi,Male,66,Tinggi,2,Laboratory Technician,Rendah,Divorced,3072,11012,1,Y,No,11,Sangat Baik,Tinggi,80,2,12,4,Tinggi,12,9,6,10
780,19,1.0,Travel_Rarely,419,Sales,21,Sarjana,Other,1,Sangat Tinggi,Male,37,Sedang,1,Sales Representative,Sedang,Single,2121,9947,1,Y,Yes,13,Sangat Baik,Sedang,80,0,1,3,Sangat Tinggi,1,0,0,0
782,27,0.0,Travel_Rarely,618,Research & Development,4,Sarjana,Life Sciences,1,Sedang,Female,76,Tinggi,1,Research Scientist,Tinggi,Single,2318,17808,1,Y,No,19,Sangat Baik,Tinggi,80,0,1,2,Tinggi,1,1,0,0
783,38,0.0,Travel_Rarely,119,Sales,3,Sarjana,Life Sciences,1,Rendah,Male,76,Tinggi,3,Sales Executive,Tinggi,Divorced,10609,9647,0,Y,No,12,Sangat Baik,Tinggi,80,2,17,6,Sedang,16,10,5,13
784,36,0.0,Non-Travel,1229,Sales,8,Magister,Technical Degree,1,Rendah,Male,84,Tinggi,2,Sales Executive,Sangat Tinggi,Divorced,5079,25952,4,Y,No,13,Sangat Baik,Sangat Tinggi,80,2,12,3,Tinggi,7,7,0,7
786,32,1.0,Travel_Rarely,1033,Research & Development,9,Sarjana,Medical,1,Rendah,Female,41,Tinggi,1,Laboratory Technician,Rendah,Single,4200,10224,7,Y,No,22,Luar Biasa,Rendah,80,0,10,2,Sangat Tinggi,5,4,0,4
787,39,0.0,Travel_Rarely,1329,Sales,4,Magister,Life Sciences,1,Sangat Tinggi,Female,47,Sedang,2,Sales Executive,Tinggi,Married,5902,14590,4,Y,No,14,Sangat Baik,Tinggi,80,1,17,1,Sangat Tinggi,15,11,5,9
788,33,1.0,Travel_Frequently,1076,Research & Development,3,Sarjana,Life Sciences,1,Rendah,Male,70,Tinggi,1,Research Scientist,Rendah,Single,3348,3164,1,Y,Yes,11,Sangat Baik,Rendah,80,0,10,3,Tinggi,10,8,9,7
789,46,0.0,Travel_Rarely,1485,Research & Development,18,Sarjana,Medical,1,Tinggi,Female,87,Tinggi,2,Manufacturing Director,Tinggi,Divorced,4810,26314,2,Y,No,14,Sangat Baik,Tinggi,80,1,19,5,Sedang,10,7,0,8
790,46,0.0,Travel_Rarely,1125,Sales,10,Sarjana,Marketing,1,Tinggi,Female,94,Sedang,3,Sales Executive,Sangat Tinggi,Married,9071,11563,2,Y,Yes,19,Sangat Baik,Tinggi,80,1,15,3,Tinggi,3,2,1,2
791,41,0.0,Travel_Rarely,263,Research & Development,6,Sarjana,Medical,1,Sangat Tinggi,Male,59,Tinggi,1,Laboratory Technician,Rendah,Single,4721,3119,2,Y,Yes,13,Sangat Baik,Tinggi,80,0,20,3,Tinggi,18,13,2,17
793,39,0.0,Travel_Rarely,141,Human Resources,3,Sarjana,Human Resources,1,Tinggi,Female,44,Sangat Tinggi,2,Human Resources,Sedang,Married,6389,18767,9,Y,No,15,Sangat Baik,Tinggi,80,1,12,3,Rendah,8,3,3,6
795,34,1.0,Non-Travel,1362,Sales,19,Sarjana,Marketing,1,Rendah,Male,67,Sangat Tinggi,2,Sales Executive,Sangat Tinggi,Single,5304,4652,8,Y,Yes,13,Sangat Baik,Sedang,80,0,9,3,Sedang,5,2,0,4
796,34,0.0,Travel_Rarely,419,Research & Development,7,Magister,Life Sciences,1,Rendah,Female,53,Tinggi,3,Research Director,Sedang,Single,11994,21293,0,Y,No,11,Sangat Baik,Tinggi,80,0,13,4,Tinggi,12,6,2,11
798,29,0.0,Travel_Rarely,144,Sales,10,Di bawah perguruan tinggi,Marketing,1,Sangat Tinggi,Female,39,Sedang,2,Sales Executive,Sedang,Divorced,8268,11866,1,Y,Yes,14,Sangat Baik,Rendah,80,2,7,2,Tinggi,7,7,1,7
799,37,0.0,Travel_Rarely,290,Research & Development,21,Sarjana,Life Sciences,1,Sedang,Male,65,Sangat Tinggi,1,Research Scientist,Rendah,Married,3564,22977,1,Y,Yes,12,Sangat Baik,Rendah,80,1,8,3,Sedang,8,7,1,7
800,35,0.0,Travel_Rarely,1229,Research & Development,8,Di bawah perguruan tinggi,Life Sciences,1,Sangat Tinggi,Male,36,Sangat Tinggi,1,Laboratory Technician,Sangat Tinggi,Married,2269,4892,1,Y,No,19,Sangat Baik,Sangat Tinggi,80,0,1,2,Tinggi,1,0,0,1
801,46,0.0,Travel_Rarely,644,Research & Development,1,Magister,Medical,1,Sangat Tinggi,Male,97,Tinggi,3,Healthcare Representative,Rendah,Divorced,9396,12368,7,Y,No,16,Sangat Baik,Tinggi,80,1,17,3,Tinggi,4,2,0,3
802,47,1.0,Travel_Frequently,719,Sales,27,Perguruan tinggi,Life Sciences,1,Sedang,Female,77,Sangat Tinggi,2,Sales Executive,Tinggi,Single,6397,10339,4,Y,Yes,12,Sangat Baik,Sangat Tinggi,80,0,8,2,Tinggi,5,4,1,3
803,30,0.0,Travel_Frequently,1012,Research & Development,5,Magister,Life Sciences,1,Sedang,Male,75,Sedang,1,Research Scientist,Sangat Tinggi,Divorced,3761,2373,9,Y,No,12,Sangat Baik,Sedang,80,1,10,3,Sedang,5,4,0,3
804,29,0.0,Travel_Rarely,1107,Research & Development,28,Magister,Life Sciences,1,Tinggi,Female,93,Tinggi,1,Research Scientist,Sangat Tinggi,Divorced,2514,26968,4,Y,No,22,Luar Biasa,Rendah,80,1,11,1,Tinggi,7,5,1,7
805,50,0.0,Travel_Rarely,1207,Research & Development,28,Di bawah perguruan tinggi,Medical,1,Sangat Tinggi,Male,74,Sangat Tinggi,1,Laboratory Technician,Tinggi,Married,3221,3297,1,Y,Yes,11,Sangat Baik,Tinggi,80,3,20,3,Tinggi,20,8,3,8
806,34,0.0,Travel_Rarely,1400,Sales,9,Di bawah perguruan tinggi,Life Sciences,1,Sedang,Female,70,Tinggi,2,Sales Executive,Tinggi,Married,5714,5829,1,Y,No,20,Luar Biasa,Rendah,80,0,6,3,Sedang,6,5,1,3
807,31,1.0,Travel_Rarely,330,Research & Development,22,Magister,Medical,1,Sangat Tinggi,Male,98,Tinggi,2,Manufacturing Director,Tinggi,Married,6179,21057,1,Y,Yes,15,Sangat Baik,Sangat Tinggi,80,2,10,3,Sedang,10,2,6,7
808,48,0.0,Travel_Rarely,277,Research & Development,6,Sarjana,Life Sciences,1,Rendah,Male,97,Sedang,2,Healthcare Representative,Tinggi,Single,4240,13119,2,Y,No,13,Sangat Baik,Sangat Tinggi,80,0,19,0,Tinggi,2,2,2,2
811,43,0.0,Travel_Rarely,1473,Research & Development,8,Magister,Other,1,Tinggi,Female,74,Tinggi,2,Healthcare Representative,Tinggi,Divorced,4522,2227,4,Y,Yes,14,Sangat Baik,Sangat Tinggi,80,0,8,3,Tinggi,5,2,0,2
812,34,0.0,Travel_Rarely,258,Sales,21,Magister,Life Sciences,1,Sangat Tinggi,Male,74,Sangat Tinggi,2,Sales Executive,Sangat Tinggi,Single,5337,19921,1,Y,No,12,Sangat Baik,Sangat Tinggi,80,0,10,3,Tinggi,10,7,5,7
813,60,0.0,Travel_Rarely,696,Sales,7,Magister,Marketing,1,Sedang,Male,52,Sangat Tinggi,2,Sales Executive,Sangat Tinggi,Divorced,5220,10893,0,Y,Yes,18,Sangat Baik,Sedang,80,1,12,3,Tinggi,11,7,1,9
814,52,0.0,Travel_Rarely,258,Research & Development,8,Magister,Other,1,Tinggi,Female,54,Tinggi,1,Laboratory Technician,Rendah,Married,2950,17363,9,Y,No,13,Sangat Baik,Tinggi,80,0,12,2,Rendah,5,4,0,4
815,25,0.0,Travel_Rarely,1280,Research & Development,7,Di bawah perguruan tinggi,Medical,1,Sangat Tinggi,Male,64,Sedang,1,Research Scientist,Sangat Tinggi,Married,2889,26897,1,Y,No,11,Sangat Baik,Tinggi,80,2,2,2,Tinggi,2,2,2,1
816,46,0.0,Travel_Rarely,705,Sales,2,Magister,Marketing,1,Sedang,Female,83,Tinggi,5,Manager,Rendah,Single,18947,22822,3,Y,No,12,Sangat Baik,Sangat Tinggi,80,0,22,2,Sedang,2,2,2,1
818,29,0.0,Travel_Rarely,1010,Research & Development,1,Sarjana,Life Sciences,1,Rendah,Female,97,Tinggi,1,Research Scientist,Sangat Tinggi,Divorced,3760,5598,1,Y,No,15,Sangat Baik,Rendah,80,3,3,5,Tinggi,3,2,1,2
819,41,1.0,Travel_Frequently,143,Sales,4,Sarjana,Marketing,1,Rendah,Male,56,Tinggi,2,Sales Executive,Sedang,Single,9355,9558,1,Y,No,18,Sangat Baik,Tinggi,80,0,8,5,Tinggi,8,7,7,7
820,45,0.0,Travel_Rarely,192,Research & Development,10,Perguruan tinggi,Life Sciences,1,Rendah,Male,69,Tinggi,1,Research Scientist,Sangat Tinggi,Married,2654,9655,3,Y,No,21,Luar Biasa,Sangat Tinggi,80,2,8,3,Sedang,2,2,0,2
821,30,0.0,Travel_Rarely,855,Sales,7,Magister,Marketing,1,Sangat Tinggi,Female,73,Tinggi,2,Sales Executive,Rendah,Divorced,4779,12761,7,Y,No,14,Sangat Baik,Sedang,80,2,8,3,Tinggi,3,2,0,2
822,33,0.0,Travel_Frequently,1146,Sales,25,Sarjana,Medical,1,Sedang,Female,82,Tinggi,2,Sales Executive,Tinggi,Married,4539,4905,1,Y,No,12,Sangat Baik,Rendah,80,1,10,3,Sedang,10,7,0,1
823,33,0.0,Travel_Rarely,147,Human Resources,2,Sarjana,Human Resources,1,Sedang,Male,99,Tinggi,1,Human Resources,Tinggi,Married,3600,8429,1,Y,No,13,Sangat Baik,Sangat Tinggi,80,1,5,2,Tinggi,5,4,1,4
824,42,0.0,Travel_Frequently,748,Research & Development,9,Perguruan tinggi,Medical,1,Rendah,Female,74,Tinggi,1,Laboratory Technician,Sangat Tinggi,Single,3673,16458,1,Y,No,13,Sangat Baik,Tinggi,80,0,12,3,Tinggi,12,9,5,8
825,43,0.0,Travel_Rarely,531,Sales,4,Magister,Marketing,1,Sangat Tinggi,Female,56,Sedang,3,Sales Executive,Sangat Tinggi,Single,10231,20364,3,Y,No,14,Sangat Baik,Sangat Tinggi,80,0,23,3,Sangat Tinggi,21,7,15,17
826,39,0.0,Travel_Rarely,466,Research & Development,1,Di bawah perguruan tinggi,Life Sciences,1,Sangat Tinggi,Female,65,Sedang,4,Manufacturing Director,Sangat Tinggi,Married,12742,7060,1,Y,No,16,Sangat Baik,Tinggi,80,1,21,3,Tinggi,21,6,11,8
827,39,0.0,Travel_Rarely,1431,Research & Development,1,Magister,Medical,1,Tinggi,Female,96,Tinggi,1,Laboratory Technician,Tinggi,Divorced,2232,15417,7,Y,No,14,Sangat Baik,Tinggi,80,3,7,1,Tinggi,3,2,1,2
828,35,0.0,Non-Travel,1212,Sales,8,Perguruan tinggi,Marketing,1,Tinggi,Female,78,Sedang,3,Sales Executive,Sangat Tinggi,Married,10377,13755,4,Y,Yes,11,Sangat Baik,Sedang,80,1,16,6,Sedang,13,2,4,12
830,26,1.0,Travel_Rarely,1449,Research & Development,16,Magister,Medical,1,Rendah,Male,45,Tinggi,1,Laboratory Technician,Sedang,Divorced,2373,14180,2,Y,Yes,13,Sangat Baik,Sangat Tinggi,80,1,5,2,Tinggi,3,2,0,2
832,51,0.0,Travel_Rarely,1178,Sales,14,Perguruan tinggi,Life Sciences,1,Tinggi,Female,87,Tinggi,2,Sales Executive,Sangat Tinggi,Married,4936,14862,4,Y,No,11,Sangat Baik,Tinggi,80,1,18,2,Sedang,7,7,0,7
834,40,0.0,Travel_Rarely,1202,Research & Development,2,Di bawah perguruan tinggi,Medical,1,Sedang,Female,89,Sangat Tinggi,2,Healthcare Representative,Tinggi,Divorced,6377,13888,5,Y,No,20,Luar Biasa,Sedang,80,3,15,0,Tinggi,12,11,11,8
835,32,0.0,Travel_Rarely,604,Sales,8,Sarjana,Medical,1,Tinggi,Male,56,Sangat Tinggi,2,Sales Executive,Sangat Tinggi,Married,6209,11693,1,Y,No,15,Sangat Baik,Tinggi,80,2,10,4,Sangat Tinggi,10,7,0,8
836,28,0.0,Travel_Rarely,995,Research & Development,9,Sarjana,Medical,1,Tinggi,Female,77,Tinggi,1,Research Scientist,Tinggi,Divorced,2377,9834,5,Y,No,18,Sangat Baik,Sedang,80,1,6,2,Tinggi,2,2,2,2
839,40,0.0,Travel_Rarely,1398,Sales,2,Magister,Life Sciences,1,Tinggi,Female,79,Tinggi,5,Manager,Tinggi,Married,18041,13022,0,Y,No,14,Sangat Baik,Sangat Tinggi,80,0,21,2,Tinggi,20,15,1,12
840,45,0.0,Travel_Frequently,1249,Research & Development,7,Sarjana,Life Sciences,1,Rendah,Male,97,Tinggi,3,Laboratory Technician,Rendah,Divorced,5210,20308,1,Y,No,18,Sangat Baik,Rendah,80,1,24,2,Tinggi,24,9,9,11
841,44,0.0,Travel_Rarely,1315,Research & Development,3,Magister,Other,1,Sangat Tinggi,Male,35,Tinggi,5,Manager,Sangat Tinggi,Married,19513,9358,4,Y,Yes,12,Sangat Baik,Rendah,80,1,26,2,Sangat Tinggi,2,2,0,1
842,50,0.0,Travel_Rarely,1322,Research & Development,28,Sarjana,Life Sciences,1,Sangat Tinggi,Female,43,Tinggi,4,Research Director,Rendah,Married,16880,22422,4,Y,Yes,11,Sangat Baik,Sedang,80,0,25,2,Tinggi,3,2,1,2
843,45,0.0,Non-Travel,248,Research & Development,23,Perguruan tinggi,Life Sciences,1,Sangat Tinggi,Male,42,Tinggi,2,Laboratory Technician,Rendah,Married,3633,14039,1,Y,Yes,15,Sangat Baik,Tinggi,80,1,9,2,Tinggi,9,8,0,8
844,35,0.0,Travel_Frequently,853,Sales,18,Doktor,Life Sciences,1,Sedang,Male,71,Tinggi,3,Sales Executive,Rendah,Married,9069,11031,1,Y,No,22,Luar Biasa,Sangat Tinggi,80,1,9,3,Sedang,9,8,1,8
845,48,0.0,Travel_Rarely,855,Research & Development,4,Sarjana,Life Sciences,1,Sangat Tinggi,Male,54,Tinggi,3,Manufacturing Director,Sangat Tinggi,Single,7898,18706,1,Y,No,11,Sangat Baik,Tinggi,80,0,11,2,Tinggi,10,9,0,8
846,40,0.0,Travel_Rarely,1300,Research & Development,24,Perguruan tinggi,Technical Degree,1,Rendah,Male,62,Tinggi,2,Research Scientist,Sangat Tinggi,Divorced,3319,24447,1,Y,No,17,Sangat Baik,Rendah,80,2,9,3,Tinggi,9,8,4,7
847,42,0.0,Travel_Rarely,544,Human Resources,2,Di bawah perguruan tinggi,Technical Degree,1,Tinggi,Male,52,Tinggi,1,Human Resources,Tinggi,Divorced,2696,24017,0,Y,Yes,11,Sangat Baik,Tinggi,80,1,4,5,Tinggi,3,2,1,0
849,21,0.0,Travel_Rarely,996,Research & Development,3,Perguruan tinggi,Medical,1,Sangat Tinggi,Male,100,Sedang,1,Research Scientist,Tinggi,Single,3230,10531,1,Y,No,17,Sangat Baik,Rendah,80,0,3,4,Sangat Tinggi,3,2,1,0
850,38,0.0,Travel_Rarely,268,Research & Development,2,Doktor,Medical,1,Sangat Tinggi,Male,92,Tinggi,1,Research Scientist,Tinggi,Married,3057,20471,6,Y,Yes,13,Sangat Baik,Sedang,80,1,6,0,Rendah,1,0,0,1
851,35,0.0,Travel_Rarely,1142,Research & Development,23,Magister,Medical,1,Tinggi,Female,30,Tinggi,1,Laboratory Technician,Rendah,Married,4014,16002,3,Y,Yes,15,Sangat Baik,Tinggi,80,1,4,3,Tinggi,2,2,2,2
852,28,1.0,Travel_Rarely,1157,Research & Development,2,Magister,Medical,1,Rendah,Male,84,Rendah,1,Research Scientist,Sangat Tinggi,Married,3464,24737,5,Y,Yes,13,Sangat Baik,Sangat Tinggi,80,0,5,4,Sedang,3,2,2,2
854,53,0.0,Travel_Rarely,1376,Sales,2,Perguruan tinggi,Medical,1,Tinggi,Male,45,Tinggi,4,Manager,Tinggi,Divorced,14852,13938,6,Y,No,13,Sangat Baik,Tinggi,80,1,22,3,Sangat Tinggi,17,13,15,2
855,35,0.0,Travel_Frequently,200,Research & Development,18,Perguruan tinggi,Life Sciences,1,Tinggi,Male,60,Tinggi,3,Manufacturing Director,Sangat Tinggi,Single,9362,19944,2,Y,No,11,Sangat Baik,Tinggi,80,0,10,2,Tinggi,2,2,2,2
856,36,0.0,Travel_Frequently,1480,Research & Development,3,Perguruan tinggi,Medical,1,Sangat Tinggi,Male,30,Tinggi,1,Laboratory Technician,Sedang,Single,2088,15062,4,Y,No,12,Sangat Baik,Tinggi,80,0,13,3,Sedang,8,7,7,2
857,36,0.0,Travel_Rarely,1223,Research & Development,8,Sarjana,Technical Degree,1,Tinggi,Female,59,Tinggi,3,Healthcare Representative,Tinggi,Divorced,10096,8202,1,Y,No,13,Sangat Baik,Sedang,80,3,17,2,Tinggi,17,14,12,8
